id,word
2681,<eos> to <unk> in and for of by a on the that with as from is into plan at but
2682,<eos> to million in and a billion for from of on or that but an the by as <unk> with
2683,of <eos> <unk> and market but that in the to industry business by he mr. 's case because as which
2684,the a dollars <unk> his this an mr. america its that whom those $ N their it these staff all
2685,the <unk> a other his its that N it to two an in mr. is $ others more then one
2686,and <unk> of 's is in has the which for <eos> a that will would to market at it agency
2687,is said 's was has <unk> had who <eos> would says will a did could and does the may of
2688,the to by a from <eos> with in N for <unk> his as and at on an that mr. but
2689,been a the <unk> n't to no <eos> N only sought an little taken that 's for hoped is in
2690,be <unk> comment take the make pay a get have give see meet begin sell continue offer provide reduce accept
2691,<unk> is in to <eos> of are the and was he has will would have for might that were could
2692,the <eos> <unk> to in a that for it and about on of by with he out what mr. if
2693,a the <unk> his an all its $ this about N mr. any some our many their that which new
2694,<eos> the <unk> to that his a in and with of on for at mr. from he as N out
2695,<eos> <unk> 's the and in to who that ' companies have parties of a from on are he producers
2696,<unk> and in <eos> that the of to a by as with for on are who 's from is he
2697,of <eos> <unk> and N the who to 's in own a from $ or that shares which issues business
2698,$ the <unk> a N about its new deposit credit this their more an two debt international all capital certain
2699,<eos> and of the <unk> to in that from as years or with 's a N for areas by dollars
2700,<eos> to the a for from in by <unk> as with at that and said after on an about or
2701,the a N <unk> september august an new his july recent april san washington beijing china june which london its
2702,was of 's <unk> N is to <eos> and will has would in party committee had were bank the are
2703,<eos> <unk> and the a in of to that for with as 's which who at by on an or
2704,the a <unk> N which an recent its san their new <eos> washington his japan los such south panama this
2705,<unk> house u.s. state federal national senate world government company soviet country white philippines bill constitution law president committee central
2706,<unk> company right first state government new same only president problem cost u.s. most amount number case system federal tax
2707,<unk> much N <eos> to the many a long be high in that only n't not for have and as
2708,n't be have <unk> make get take not do become turn the raise find also help lead go still run
2709,the a <unk> mr. N next an $ last his this two congress federal year its april it some first
2710,the <unk> <eos> a to that in other it is thus then as on mr. has said for may an
2711,<unk> of <eos> in the to mr. and on that he for but a people 's who ones as one
2712,a to <unk> <eos> the in that with an up for more at as of on his been and its
2713,<eos> <unk> 's in and the to for financing mr. he a money with positions that securities by demand of
2714,to by <eos> in for and a with 's on from into as up at the that <unk> of against
2715,<eos> <unk> and of the to in for that by it as 's a on with is they he would
2716,<unk> 's corp. and the stock bank a is said was <eos> officials corp in sold has N news which
2717,<eos> 's <unk> the of N and in to bills bonds issues a for by is as secretary end officials
2718,<unk> the a unchanged n't closed up in mixed slightly at N sold down adjusted unavailable among quoted trading on
2719,<eos> of to in and from for is that said the <unk> will on 's with a would has was
2720,<eos> 's of <unk> and board in to line market the department group buy-out is end or for at N
2721,<eos> of and in to ago for the as a after from on that since later said <unk> ended by
2722,<unk> largest board committee N chief office department financial the request budget policy first capital most $ staff health strategy
2723,<unk> stock company u.s. new house future second world first market third federal bank state case current british filing real
